-123.487471,48.389781,-0.0077,-0.0078,0.0001,0.0001,0.000,albh,0.0005,0.0002
-122.141860,48.174067,-0.0100,-0.0089,0.0002,0.0001,0.000,arli,-0.0040,0.0007
-121.368507,43.820565,-0.0142,-0.0116,0.0009,0.0015,0.000,asbu,-0.0190,0.0058
-125.135105,48.835329,-0.0039,-0.0061,0.0001,0.0001,0.000,bamf,0.0022,0.0004
-126.842643,50.544281,-0.0115,-0.0094,0.0001,0.0001,0.000,bcov,0.0022,0.0003
-124.563346,42.836099,-0.0064,0.0014,0.0001,0.0001,0.000,cabl,0.0003,0.0002
-122.775868,48.010617,-0.0086,-0.0080,0.0003,0.0002,0.000,chcm,-0.0008,0.0006
-122.008428,49.156608,-0.0110,-0.0096,0.0001,0.0001,0.000,chwk,0.0011,0.0003
-123.978124,45.486515,-0.0055,-0.0027,0.0001,0.0001,0.000,chzz,0.0010,0.0007
-121.148684,43.750906,-0.0135,-0.0105,0.0013,0.0011,0.000,cihl,-0.0026,0.0040
-122.089393,42.976000,-0.0060,-0.0099,0.0018,0.0015,0.000,clcv,-0.0042,0.0037
-124.130885,48.820304,-0.0081,-0.0089,0.0007,0.0009,0.000,clrs,-0.0325,0.0056
-122.149159,42.934252,0.0000,0.0000,-0.1000,-0.1000,0.000,clwz,0.0000,-0.1000
-124.396330,40.441770,-0.0201,0.0187,0.0002,0.0001,0.000,cme1,-0.0017,0.0003
-123.304605,44.585535,-0.0090,-0.0051,0.0001,0.0001,0.000,corv,0.0006,0.0003
-122.685606,48.217311,-0.0088,-0.0083,0.0003,0.0002,0.000,coup,-0.0003,0.0007
-122.256520,46.840085,-0.0088,-0.0078,0.0002,0.0001,0.000,cpxf,-0.0012,0.0004
-122.256520,46.840085,-0.0094,-0.0076,0.0002,0.0001,0.000,cpxx,-0.0005,0.0005
-122.496133,45.610920,-0.0095,-0.0061,0.0002,0.0001,0.000,cvo1,-0.0017,0.0006
-123.244243,43.118791,-0.0124,-0.0046,0.0002,0.0001,0.000,ddsn,-0.0001,0.0004
-122.080160,47.774100,-0.0099,-0.0075,0.0003,0.0004,0.000,dwh1,-0.0014,0.0007
-127.122665,49.873053,-0.0067,-0.0077,0.0001,0.0002,0.000,eliz,0.0014,0.0003
-123.956090,46.204890,-0.0035,-0.0035,0.0002,0.0001,0.000,fts1,0.0025,0.0003
-126.127332,49.681485,-0.0060,-0.0099,0.0007,0.0011,0.000,gldr,0.0066,0.0042
-120.814677,45.838818,-0.0120,-0.0087,0.0001,0.0001,0.000,gobs,-0.0012,0.0002
-123.022620,46.795490,0.0000,0.0000,-0.1000,-0.1000,0.000,grmd,0.0000,-0.1000
-121.327560,45.782630,-0.0109,-0.0085,0.0002,0.0002,0.000,gwen,-0.0012,0.0004
-121.469900,40.815917,-0.0186,-0.0059,0.0001,0.0001,0.000,hcro,-0.0005,0.0005
-128.134999,50.640353,-0.0119,-0.0108,0.0001,0.0001,0.000,holb,0.0034,0.0002
-121.849363,44.119526,-0.0143,-0.0036,0.0002,0.0002,0.000,husb,0.0070,0.0006
-122.990529,45.523119,-0.0101,-0.0063,0.0007,0.0013,0.000,jime,-0.0011,0.0042
-122.217617,46.275124,-0.0088,-0.0086,0.0002,0.0006,0.000,jro1,-0.0033,0.0007
-122.896070,46.118180,-0.0091,-0.0058,0.0002,0.0001,0.000,kels,-0.0011,0.0003
-122.795418,47.547319,-0.0084,-0.0079,0.0001,0.0001,0.000,ktbw,-0.0007,0.0003
-121.312004,43.752384,-0.0152,-0.0115,0.0010,0.0016,0.000,kwbu,-0.0148,0.0063
-124.107709,43.983606,-0.0072,-0.0046,0.0040,0.0038,0.000,lflo,-0.0013,0.0107
-120.538502,47.000335,-0.0119,-0.0094,0.0001,0.0001,0.000,linh,-0.0017,0.0004
-121.830854,47.944379,-0.0105,-0.0089,0.0001,0.0001,0.000,lkcp,-0.0016,0.0003
-122.758316,47.218785,-0.0086,-0.0071,0.0002,0.0002,0.000,lngb,-0.0020,0.0005
-121.689566,47.695201,-0.0106,-0.0089,0.0002,0.0001,0.000,lsig,-0.0018,0.0005
-122.955750,44.973810,-0.0090,-0.0043,0.0005,0.0004,0.000,mcso,0.0026,0.0011
-121.221602,42.418341,-0.0153,-0.0067,0.0001,0.0001,0.000,mdmt,-0.0012,0.0003
-120.302833,41.902325,-0.0162,-0.0071,0.0001,0.0001,0.000,modb,-0.0001,0.0004
-124.086480,49.294810,-0.0081,-0.0080,0.0001,0.0001,0.000,nano,0.0014,0.0002
-124.624907,48.297855,-0.0026,-0.0045,0.0001,0.0001,0.000,neah,0.0030,0.0003
-124.061890,44.585020,-0.0053,-0.0027,0.0002,0.0001,0.000,newp,0.0010,0.0004
-121.252721,43.738875,0.0000,0.0000,-0.1000,-0.1000,0.000,norm,0.0000,-0.1000
-126.616612,49.592363,-0.0044,-0.0061,0.0001,0.0001,0.000,ntka,0.0047,0.0004
-123.098150,44.065965,-0.0118,-0.0055,0.0003,0.0003,0.000,obec,0.0006,0.0012
-119.935511,41.275896,-0.0172,-0.0070,0.0002,0.0002,0.000,p017,-0.0002,0.0007
-124.075370,40.876306,-0.0104,0.0052,0.0001,0.0001,0.000,p058,0.0013,0.0005
-122.414886,40.997632,-0.0186,-0.0053,0.0002,0.0002,0.000,p060,0.0002,0.0006
-124.014016,42.967378,-0.0108,-0.0028,0.0002,0.0002,0.000,p061,0.0003,0.0006
-121.090715,43.112387,-0.0147,-0.0073,0.0002,0.0002,0.000,p062,0.0000,0.0007
-120.946154,44.922722,-0.0125,-0.0086,0.0002,0.0002,0.000,p063,-0.0016,0.0006
-123.487706,47.969846,-0.0070,-0.0070,0.0008,0.0010,0.000,p064,0.0033,0.0027
-120.933093,46.843959,-0.0112,-0.0089,0.0002,0.0002,0.000,p065,-0.0012,0.0007
-120.805962,40.418588,-0.0194,-0.0057,0.0001,0.0002,0.000,p148,-0.0002,0.0006
-123.360051,41.807082,-0.0145,-0.0034,0.0002,0.0002,0.000,p154,-0.0004,0.0007
-124.107209,40.422491,-0.0180,0.0109,0.0001,0.0001,0.000,p158,0.0036,0.0006
-124.282783,40.504787,-0.0152,0.0146,0.0002,0.0002,0.000,p159,-0.0028,0.0007
-124.133272,40.551252,-0.0147,0.0090,0.0001,0.0001,0.000,p160,0.0013,0.0004
-124.213087,40.637363,-0.0113,0.0097,0.0002,0.0001,0.000,p161,-0.0005,0.0005
-124.237037,40.691095,-0.0096,0.0091,0.0001,0.0001,0.000,p162,-0.0007,0.0004
-123.862829,40.435183,-0.0183,0.0047,0.0001,0.0001,0.000,p166,0.0025,0.0005
-123.880178,40.543704,-0.0164,0.0038,0.0001,0.0002,0.000,p167,0.0019,0.0005
-123.881461,40.668637,-0.0139,0.0032,0.0001,0.0002,0.000,p168,0.0022,0.0005
-123.967653,40.791145,-0.0122,0.0041,0.0001,0.0001,0.000,p169,0.0024,0.0004
-123.863282,40.880233,-0.0144,0.0008,0.0001,0.0001,0.000,p170,0.0030,0.0004
-123.685572,42.098972,-0.0135,-0.0029,0.0002,0.0002,0.000,p179,-0.0005,0.0007
-123.632264,42.275356,-0.0132,-0.0034,0.0003,0.0002,0.000,p191,-0.0004,0.0007
-124.086145,41.559133,-0.0127,-0.0020,0.0002,0.0002,0.000,p316,-0.0019,0.0005
-123.882608,41.151670,-0.0128,-0.0015,0.0002,0.0002,0.000,p325,0.0012,0.0007
-123.698932,40.575314,-0.0175,-0.0024,0.0002,0.0002,0.000,p326,0.0002,0.0006
-123.135583,40.324069,-0.0213,-0.0040,0.0002,0.0002,0.000,p330,-0.0012,0.0008
-123.324144,40.732914,-0.0182,-0.0036,0.0002,0.0003,0.000,p331,-0.0013,0.0008
-123.174505,40.546650,-0.0198,-0.0041,0.0001,0.0002,0.000,p332,0.0010,0.0006
-122.923030,40.747553,-0.0192,-0.0044,0.0001,0.0002,0.000,p338,0.0003,0.0006
-122.606902,40.650656,-0.0199,-0.0048,0.0001,0.0002,0.000,p341,0.0003,0.0006
-123.334212,40.887128,-0.0178,-0.0032,0.0003,0.0003,0.000,p343,-0.0001,0.0011
-120.948463,41.183343,-0.0183,-0.0064,0.0001,0.0002,0.000,p347,-0.0011,0.0007
-121.828004,40.905546,-0.0194,-0.0057,0.0002,0.0002,0.000,p348,0.0002,0.0007
-122.319353,40.731085,-0.0196,-0.0051,0.0001,0.0002,0.000,p349,0.0006,0.0009
-124.225789,42.209104,-0.0107,-0.0015,0.0002,0.0002,0.000,p362,0.0010,0.0007
-124.054049,42.860064,-0.0105,-0.0023,0.0002,0.0002,0.000,p363,-0.0003,0.0007
-124.409291,43.090328,-0.0067,-0.0006,0.0002,0.0002,0.000,p364,0.0017,0.0006
-124.253483,43.395518,-0.0084,-0.0019,0.0002,0.0002,0.000,p365,0.0000,0.0007
-123.979594,43.614311,-0.0101,-0.0023,0.0003,0.0003,0.000,p366,0.0010,0.0011
-124.061572,44.585246,-0.0053,-0.0025,0.0002,0.0002,0.000,p367,-0.0015,0.0006
-123.383421,42.503524,-0.0138,-0.0039,0.0002,0.0002,0.000,p368,0.0001,0.0006
-123.429461,43.140105,-0.0121,-0.0042,0.0002,0.0002,0.000,p369,0.0002,0.0006
-122.656372,42.190987,-0.0149,-0.0052,0.0002,0.0002,0.000,p370,-0.0002,0.0006
-123.057900,43.363273,-0.0123,-0.0050,0.0002,0.0002,0.000,p371,-0.0004,0.0007
-123.333275,43.622519,-0.0104,-0.0044,0.0002,0.0002,0.000,p373,-0.0003,0.0005
-123.590641,44.381926,-0.0092,-0.0043,0.0002,0.0002,0.000,p374,-0.0008,0.0006
-123.426987,44.689254,-0.0086,-0.0041,0.0002,0.0003,0.000,p375,0.0010,0.0007
-123.102267,44.941203,-0.0092,-0.0050,0.0002,0.0002,0.000,p376,-0.0003,0.0004
-122.887059,44.052118,-0.0109,-0.0059,0.0001,0.0001,0.000,p377,-0.0008,0.0005
-122.930882,44.534982,-0.0100,-0.0056,0.0002,0.0002,0.000,p378,-0.0002,0.0006
-122.577045,44.496504,-0.0108,-0.0061,0.0003,0.0003,0.000,p379,-0.0009,0.0009
-121.779699,42.259670,-0.0155,-0.0066,0.0002,0.0002,0.000,p380,-0.0008,0.0006
-119.951804,43.001776,-0.0141,-0.0078,0.0002,0.0002,0.000,p381,-0.0009,0.0007
-121.769575,43.177056,-0.0138,-0.0064,0.0002,0.0002,0.000,p382,-0.0009,0.0010
-122.217221,44.342184,-0.0114,-0.0060,0.0002,0.0002,0.000,p383,-0.0005,0.0008
-121.945835,44.434848,-0.0119,-0.0068,0.0002,0.0003,0.000,p385,-0.0017,0.0009
-121.574478,44.296756,-0.0102,-0.0087,0.0002,0.0002,0.000,p387,-0.0033,0.0007
-120.377612,42.468779,-0.0157,-0.0076,0.0002,0.0002,0.000,p388,-0.0004,0.0006
-120.603362,43.811992,-0.0138,-0.0081,0.0001,0.0002,0.000,p389,0.0000,0.0007
-123.857528,45.022279,-0.0059,-0.0027,0.0003,0.0002,0.000,p395,0.0000,0.0006
-123.822896,45.309513,-0.0059,-0.0027,0.0003,0.0002,0.000,p396,-0.0007,0.0008
-123.799161,46.421619,-0.0045,-0.0034,0.0004,0.0002,0.000,p397,-0.0006,0.0006
-123.916145,46.925785,-0.0028,-0.0036,0.0002,0.0002,0.000,p398,0.0010,0.0006
-123.612961,47.433919,-0.0058,-0.0058,0.0004,0.0003,0.000,p399,0.0034,0.0012
-123.812451,47.513348,-0.0057,-0.0063,0.0004,0.0003,0.000,p400,0.0036,0.0010
-124.557019,47.937188,0.0017,-0.0026,0.0001,0.0001,0.000,p401,0.0010,0.0004
-124.305898,47.766221,0.0005,-0.0026,0.0002,0.0002,0.000,p402,0.0020,0.0006
-124.140875,48.062322,-0.0027,-0.0037,0.0003,0.0003,0.000,p403,0.0013,0.0005
-123.390329,45.158534,-0.0081,-0.0043,0.0002,0.0003,0.000,p404,-0.0004,0.0007
-123.643758,45.629327,-0.0064,-0.0037,0.0003,0.0003,0.000,p405,-0.0007,0.0009
-123.152257,45.190372,-0.0088,-0.0052,0.0002,0.0002,0.000,p406,-0.0003,0.0005
-123.931006,45.954649,-0.0015,-0.0036,0.0003,0.0002,0.000,p407,0.0009,0.0007
-123.376587,46.200501,-0.0071,-0.0049,0.0002,0.0002,0.000,p408,-0.0007,0.0005
-123.239478,45.851293,-0.0077,-0.0049,0.0002,0.0002,0.000,p409,-0.0004,0.0005
-123.078606,46.111141,-0.0090,-0.0048,0.0003,0.0003,0.000,p410,0.0006,0.0009
-123.157418,45.537993,-0.0077,-0.0048,0.0002,0.0002,0.000,p411,-0.0004,0.0006
-122.589102,45.221105,-0.0095,-0.0060,0.0002,0.0002,0.000,p412,-0.0018,0.0007
-120.149585,48.426511,-0.0123,-0.0095,0.0002,0.0002,0.000,p413,-0.0001,0.0010
-122.692838,45.834868,-0.0088,-0.0062,0.0003,0.0002,0.000,p414,-0.0015,0.0006
-123.729866,46.655991,-0.0049,-0.0042,0.0003,0.0001,0.000,p415,-0.0001,0.0004
-121.596929,47.039942,-0.0108,-0.0065,0.0004,0.0006,0.000,p416,0.0025,0.0019
-123.297930,46.574738,-0.0074,-0.0055,0.0002,0.0002,0.000,p417,-0.0004,0.0005
-123.407814,47.236645,-0.0064,-0.0059,0.0002,0.0002,0.000,p418,-0.0001,0.0006
-123.366527,47.409298,-0.0065,-0.0060,0.0004,0.0005,0.000,p419,0.0024,0.0019
-122.866333,46.588602,-0.0094,-0.0063,0.0003,0.0002,0.000,p420,-0.0003,0.0004
-122.429230,46.531856,-0.0078,-0.0075,0.0003,0.0002,0.000,p421,0.0027,0.0008
-122.941211,47.287903,-0.0080,-0.0068,0.0002,0.0002,0.000,p423,-0.0007,0.0005
-122.874713,47.823183,-0.0095,-0.0076,0.0003,0.0003,0.000,p424,0.0000,0.0009
-122.845400,46.452694,-0.0095,-0.0064,0.0004,0.0003,0.000,p425,-0.0003,0.0009
-122.514586,47.802724,-0.0089,-0.0083,0.0003,0.0002,0.000,p426,-0.0021,0.0006
-122.340632,45.430178,-0.0096,-0.0065,0.0002,0.0001,0.000,p427,-0.0019,0.0005
-121.877361,45.676127,-0.0107,-0.0073,0.0002,0.0002,0.000,p429,-0.0017,0.0006
-123.436223,47.003844,-0.0067,-0.0058,0.0002,0.0002,0.000,p430,0.0002,0.0004
-121.988454,46.572081,-0.0091,-0.0082,0.0004,0.0002,0.000,p431,-0.0013,0.0008
-121.683231,46.622855,-0.0106,-0.0082,0.0002,0.0001,0.000,p432,-0.0012,0.0005
-119.872013,44.532522,-0.0138,-0.0084,0.0002,0.0002,0.000,p433,0.0001,0.0008
-121.075610,47.740202,-0.0115,-0.0089,0.0002,0.0002,0.000,p434,0.0002,0.0009
-123.503279,48.059549,-0.0072,-0.0064,0.0003,0.0002,0.000,p435,0.0011,0.0006
-123.134349,48.045302,-0.0079,-0.0078,0.0002,0.0002,0.000,p436,0.0003,0.0005
-122.459158,48.001809,-0.0094,-0.0080,0.0003,0.0002,0.000,p437,-0.0016,0.0008
-122.670264,48.419147,-0.0092,-0.0085,0.0003,0.0002,0.000,p438,-0.0015,0.0007
-122.909304,48.708192,-0.0089,-0.0086,0.0002,0.0002,0.000,p439,0.0001,0.0005
-122.493342,48.856193,-0.0098,-0.0086,0.0002,0.0001,0.000,p440,-0.0002,0.0006
-122.139643,48.915978,-0.0104,-0.0090,0.0003,0.0003,0.000,p441,0.0023,0.0011
-121.615551,48.260480,-0.0109,-0.0092,0.0002,0.0002,0.000,p442,-0.0017,0.0006
-121.285557,48.509647,-0.0117,-0.0094,0.0006,0.0005,0.000,p443,-0.0010,0.0027
-121.067549,48.730219,-0.0113,-0.0095,0.0002,0.0002,0.000,p444,-0.0006,0.0008
-120.672247,45.590123,-0.0122,-0.0088,0.0002,0.0002,0.000,p445,-0.0014,0.0006
-122.892789,46.115662,-0.0086,-0.0056,0.0003,0.0002,0.000,p446,-0.0012,0.0007
-120.005201,45.910578,-0.0123,-0.0096,0.0002,0.0002,0.000,p448,-0.0021,0.0006
-122.206323,41.294486,-0.0178,-0.0060,0.0002,0.0002,0.000,p655,0.0010,0.0010
-122.195839,41.344836,-0.0184,-0.0063,0.0014,0.0014,0.000,p656,-0.0017,0.0058
-122.293849,41.381239,-0.0171,-0.0057,0.0002,0.0002,0.000,p657,-0.0005,0.0008
-122.190913,41.479177,-0.0173,-0.0048,0.0003,0.0005,0.000,p658,0.0024,0.0012
-122.312672,41.463598,-0.0169,-0.0057,0.0002,0.0002,0.000,p661,-0.0008,0.0008
-122.152924,41.531939,-0.0177,-0.0055,0.0002,0.0002,0.000,p663,-0.0005,0.0008
-121.495906,40.473196,-0.0190,-0.0005,0.0010,0.0009,0.000,p664,-0.0068,0.0022
-121.514511,40.465345,-0.0194,-0.0014,0.0006,0.0004,0.000,p666,-0.0089,0.0012
-121.467442,40.465827,-0.0225,-0.0015,0.0010,0.0009,0.000,p667,-0.0086,0.0021
-121.463078,40.508994,-0.0217,-0.0060,0.0004,0.0005,0.000,p668,-0.0051,0.0020
-121.577198,40.539905,-0.0192,-0.0074,0.0002,0.0003,0.000,p670,-0.0035,0.0009
-121.428210,40.409141,-0.0231,-0.0021,0.0003,0.0005,0.000,p671,-0.0025,0.0014
-121.506939,41.711570,-0.0170,-0.0066,0.0002,0.0002,0.000,p672,-0.0003,0.0005
-121.489987,41.616322,-0.0184,-0.0068,0.0002,0.0002,0.000,p674,-0.0022,0.0007
-122.354640,46.109572,-0.0087,-0.0060,0.0005,0.0004,0.000,p687,-0.0023,0.0013
-122.360621,46.189553,-0.0101,-0.0068,0.0004,0.0003,0.000,p689,-0.0008,0.0007
-122.189870,46.179989,-0.0102,-0.0061,0.0006,0.0005,0.000,p690,-0.0021,0.0011
-122.226966,46.231483,-0.0107,-0.0056,0.0003,0.0002,0.000,p691,0.0015,0.0006
-122.184209,46.224498,-0.0103,-0.0071,0.0005,0.0003,0.000,p692,-0.0009,0.0008
-122.202349,46.210321,-0.0068,-0.0086,0.0006,0.0005,0.000,p693,-0.0025,0.0008
-122.181932,46.299629,-0.0092,-0.0045,0.0004,0.0003,0.000,p694,0.0008,0.0009
-122.164215,46.198987,-0.0119,-0.0056,0.0006,0.0005,0.000,p695,-0.0014,0.0008
-122.151637,46.196881,-0.0091,-0.0069,0.0004,0.0003,0.000,p696,-0.0016,0.0006
-122.176611,46.187642,-0.0220,0.0005,0.0013,0.0009,0.000,p697,-0.0055,0.0009
-122.160613,46.173465,-0.0089,-0.0079,0.0003,0.0002,0.000,p698,-0.0013,0.0006
-122.203227,46.189783,-0.0533,-0.0695,0.0038,0.0044,0.000,p699,-0.0079,0.0048
-122.217367,46.178135,-0.0098,-0.0075,0.0003,0.0003,0.000,p700,0.0002,0.0008
-122.133353,46.194624,-0.0084,-0.0070,0.0003,0.0002,0.000,p701,0.0006,0.0007
-122.345649,46.300161,-0.0095,-0.0065,0.0003,0.0003,0.000,p702,-0.0015,0.0006
-122.196192,46.145258,-0.0091,-0.0104,0.0005,0.0004,0.000,p703,-0.0001,0.0010
-122.310595,46.172958,-0.0105,-0.0058,0.0004,0.0003,0.000,p705,-0.0005,0.0011
-120.828251,41.359197,-0.0180,-0.0066,0.0002,0.0002,0.000,p730,-0.0010,0.0008
-120.472763,41.332515,-0.0175,-0.0067,0.0002,0.0002,0.000,p731,-0.0006,0.0006
-123.891371,43.392499,-0.0111,-0.0032,0.0002,0.0003,0.000,p732,0.0008,0.0011
-124.413298,42.442016,-0.0088,0.0006,0.0002,0.0003,0.000,p733,0.0016,0.0009
-124.293258,42.076635,-0.0112,-0.0008,0.0002,0.0003,0.000,p734,0.0024,0.0009
-121.880129,42.579830,-0.0151,-0.0059,0.0002,0.0002,0.000,p736,-0.0006,0.0009
-122.609636,42.727142,-0.0138,-0.0049,0.0002,0.0002,0.000,p737,-0.0020,0.0009
-123.980791,41.845484,-0.0126,-0.0021,0.0003,0.0004,0.000,p786,0.0015,0.0008
-121.672682,45.344530,0.0185,-0.0010,0.0058,0.0022,0.000,p791,-0.0117,0.0039
-122.136891,46.244622,-0.0059,-0.0007,0.0011,0.0021,0.000,p792,0.0010,0.0021
-123.573131,40.478753,-0.0191,-0.0023,0.0004,0.0003,0.000,p793,0.0015,0.0009
-124.204582,47.212799,0.0010,-0.0008,0.0001,0.0001,0.000,pabh,-0.0002,0.0002
-122.570807,47.172056,-0.0093,-0.0077,0.0002,0.0001,0.000,pcol,-0.0004,0.0005
-122.282183,47.898507,-0.0093,-0.0085,0.0002,0.0001,0.000,pfld,-0.0013,0.0006
-123.451129,48.648532,-0.0083,-0.0079,0.0001,0.0001,0.000,pgc5,0.0002,0.0005
-121.686749,43.990672,-0.0114,-0.0087,0.0002,0.0002,0.000,pmar,-0.0020,0.0009
-122.609462,47.391362,-0.0093,-0.0084,0.0002,0.0001,0.000,prdy,-0.0014,0.0005
-124.860957,49.256329,-0.0074,-0.0076,0.0001,0.0001,0.000,ptal,0.0014,0.0008
