-117.0931953,34.11640801,0.001485,0.002491,0.001485,0.002491,0.002491,7odm
-117.4448908,33.27426472,0.000314,0.000281,0.000314,0.000281,0.000281,acsb
-116.42938,34.59428164,0.000789,0.00071,0.000789,0.00071,0.00071,agmt
-115.1584598,37.35795774,0.00091,0.000873,0.00091,0.000873,0.000873,alam
-118.6948014,34.82449108,0.000705,0.000811,0.000705,0.000811,0.000811,alpp
-120.6697626,36.88960595,0.000622,0.001293,0.000622,0.001293,0.001293,alth
-119.3634717,34.01500623,0.002562,0.001079,0.002562,0.001079,0.001079,ana1
-118.8303196,34.15744456,0.001517,0.00115,0.001517,0.00115,0.00115,aoa1
-117.3249305,33.34184841,0.000294,0.000261,0.000294,0.000261,0.000261,ar27
-117.476505,33.38113513,0.000344,0.0003,0.000344,0.0003,0.0003,ar53
-117.5219451,36.05001056,0.001121,0.001115,0.001121,0.001115,0.001115,argu
-118.9104248,35.20125177,0.003151,0.004155,0.003151,0.004155,0.004155,arm1
-118.9105595,35.20125948,0.003014,0.001094,0.003014,0.001094,0.001094,arm2
-116.1393779,36.34592014,0.001124,0.000971,0.001124,0.000971,0.000971,ashm
-117.1539735,34.46830139,0.001438,0.002319,0.001438,0.002319,0.002319,avry
-116.6296991,33.54007296,0.001016,0.000837,0.001016,0.000837,0.000837,azry
-117.8964892,34.12601907,0.001527,0.001191,0.001527,0.001191,0.001191,azu1
-118.9013934,37.78342721,0.006746,0.001174,0.006746,0.001174,0.001174,bald
-117.2045673,40.41274988,0.001412,0.000723,0.001412,0.000723,0.000723,bamo
-119.0297383,33.48045267,0.000661,0.000824,0.000661,0.000824,0.000824,bar1
-116.5115539,36.40345634,0.001127,0.001043,0.001127,0.001043,0.001043,batm
-119.9815156,34.58219914,0.00102,0.00198,0.00102,0.00198,0.00198,bbdm
-116.8842432,34.26427891,0.000945,0.000786,0.000945,0.000786,0.000786,bbry
-119.4058512,34.92046223,0.000757,0.000632,0.000757,0.000632,0.000632,bcwr
-116.6211295,37.03993072,0.001164,0.001055,0.001164,0.001055,0.001055,beat
-115.9981919,34.00053371,0.000546,0.000613,0.000546,0.000613,0.000613,bemt
-118.0740938,35.87838794,0.001078,0.000915,0.001078,0.000915,0.000915,bepk
-119.0453299,35.4130841,0.001772,0.000968,0.001772,0.000968,0.000968,bfld
-118.4979611,35.59112213,0.003156,0.005838,0.003156,0.005838,0.005838,bfsh
-118.1596989,33.9671186,0.001532,0.001244,0.001532,0.001244,0.001244,bgis
-117.0646021,33.57824377,0.001111,0.001024,0.001111,0.001024,0.001024,bill
-116.0804257,35.287047,0.000924,0.00076,0.000924,0.00076,0.00076,bkap
-118.0947006,33.9622588,0.001446,0.001133,0.001446,0.001133,0.001133,bkms
-119.1094798,35.13238757,0.003734,0.002953,0.003734,0.002953,0.002953,bkr1
-119.1092889,35.1325796,0.005503,0.003466,0.005503,0.003466,0.003466,bkr2
-118.028679,33.79954406,0.000752,0.000984,0.000752,0.000984,0.000984,blsa
-116.052979,34.25144468,0.00085,0.000854,0.00085,0.000854,0.000854,bmhl
-116.9847047,33.96268262,0.001728,0.001906,0.001728,0.001906,0.001906,bmry
-115.7297057,33.36462863,0.002818,0.001713,0.002818,0.001713,0.001713,bomg
-118.2770523,34.18489508,0.002871,0.002644,0.002871,0.002644,0.002644,bran
-122.1525549,37.91940518,0.001961,0.001575,0.001961,0.001575,0.001575,brib
-118.5768087,34.68228356,0.000626,0.000738,0.000626,0.000738,0.000738,brpk
-117.0119944,34.91861212,0.001005,0.000988,0.001005,0.000988,0.000988,bsry
-118.1882283,34.29280641,0.001054,0.001048,0.001054,0.001048,0.001048,btdm
-120.1964063,34.61284779,0.008515,0.013131,0.008515,0.013131,0.013131,bueg
-116.8717018,36.91764218,0.001094,0.000926,0.001094,0.000926,0.000926,bull
-116.4509431,36.7453353,0.001062,0.000773,0.001062,0.000773,0.000773,bust
-119.3475084,35.15727636,0.000634,0.000745,0.000634,0.000745,0.000745,bvpp
-118.8966925,37.64456398,0.007255,0.002294,0.007255,0.002294,0.002294,ca99
-115.9899502,33.65513503,0.000914,0.000851,0.000914,0.000851,0.000851,cact
-120.4336978,35.9393523,0.001548,0.001488,0.001548,0.001488,0.001488,cand
-120.4308235,35.8883851,0.001895,0.001733,0.001895,0.001733,0.001733,carh
